"期間","排名","國家","出口總值(新臺幣千元)","百分比","備註"
"113年1-8月","1","美國","2418574929","24.48",
"113年1-8月","2","中國大陸","1993883964","20.18",
"113年1-8月","3","香港","1046383103","10.59",
"113年1-8月","4","新加坡","685017416","6.93",
"113年1-8月","5","日本","543911506","5.5",
"113年1-8月","6","南韓","416648083","4.22",
"113年1-8月","7","馬來西亞","402837252","4.08",
"113年1-8月","8","越南","297315643","3.01",
"113年1-8月","9","泰國","246268213","2.49",
"113年1-8月","10","荷蘭","217675615","2.2",
"113年1-8月","11","印度","165275767","1.67",
"113年1-8月","12","德國","147060959","1.49",
"113年1-8月","13","墨西哥","138904453","1.41",
"113年1-8月","14","澳大利亞","126302495","1.28",
"113年1-8月","15","菲律賓","91053608","0.92",
"113年1-8月","16","英國","72148375","0.73",
"113年1-8月","17","印尼","63997390","0.65",
"113年1-8月","18","加拿大","55201369","0.56",
"113年1-8月","19","義大利","51669121","0.52",
"113年1-8月","20","比利時","46059077","0.47",
"113年1-8月","21","捷克","42966844","0.43",
"113年1-8月","22","法國","38727238","0.39",
"113年1-8月","23","波蘭","36415071","0.37",
"113年1-8月","24","阿拉伯聯合大公國","33482207","0.34",
"113年1-8月","25","愛爾蘭","31619317","0.32",
"113年1-8月","26","西班牙","30724606","0.31",
"113年1-8月","27","土耳其","26609735","0.27",
"113年1-8月","28","巴西","25935682","0.26",
"113年1-8月","29","孟加拉","21430056","0.22",
"113年1-8月","30","以色列","21313551","0.22",
"113年8月","1","美國","387263846","27.24",
"113年8月","2","中國大陸","281210665","19.78",
"113年8月","3","香港","145972614","10.27",
"113年8月","4","新加坡","90130083","6.34",
"113年8月","5","日本","67576156","4.75",
"113年8月","6","南韓","66441602","4.67",
"113年8月","7","馬來西亞","55338691","3.89",
"113年8月","8","越南","43048649","3.03",
"113年8月","9","荷蘭","36210921","2.55",
"113年8月","10","泰國","25291328","1.78",
"113年8月","11","印度","22194492","1.56",
"113年8月","12","墨西哥","22145163","1.56",
"113年8月","13","德國","20118197","1.41",
"113年8月","14","澳大利亞","17538248","1.23",
"113年8月","15","菲律賓","11231490","0.79",
"113年8月","16","英國","10753619","0.76",
"113年8月","17","印尼","8731328","0.61",
"113年8月","18","義大利","7663644","0.54",
"113年8月","19","加拿大","7645465","0.54",
"113年8月","20","比利時","6474274","0.46",
"113年8月","21","愛爾蘭","5777500","0.41",
"113年8月","22","法國","5421044","0.38",
"113年8月","23","阿拉伯聯合大公國","3968407","0.28",
"113年8月","24","波蘭","3724880","0.26",
"113年8月","25","巴西","3631721","0.26",
"113年8月","26","西班牙","3605459","0.25",
"113年8月","27","捷克","3252369","0.23",
"113年8月","28","以色列","3232901","0.23",
"113年8月","29","土耳其","3067129","0.22",
"113年8月","30","沙烏地阿拉伯","3058808","0.22",
"113年7月","1","美國","372170719","28.68",
"113年7月","2","中國大陸","247848677","19.1",
"113年7月","3","香港","129204020","9.96",
"113年7月","4","日本","74845247","5.77",
"113年7月","5","新加坡","74131896","5.71",
"113年7月","6","馬來西亞","59825077","4.61",
"113年7月","7","南韓","54184274","4.18",
"113年7月","8","越南","37335984","2.88",
"113年7月","9","泰國","24558647","1.89",
"113年7月","10","荷蘭","22658372","1.75",
"113年7月","11","墨西哥","19062350","1.47",
"113年7月","12","印度","18677649","1.44",
"113年7月","13","德國","15856905","1.22",
"113年7月","14","澳大利亞","13612308","1.05",
"113年7月","15","菲律賓","13093420","1.01",
"113年7月","16","英國","10646449","0.82",
"113年7月","17","印尼","9672641","0.75",
"113年7月","18","波蘭","7310539","0.56",
"113年7月","19","義大利","6606803","0.51",
"113年7月","20","加拿大","6302581","0.49",
"113年7月","21","法國","4963578","0.38",
"113年7月","22","比利時","4377828","0.34",
"113年7月","23","阿拉伯聯合大公國","4275788","0.33",
"113年7月","24","西班牙","4076559","0.31",
"113年7月","25","捷克","4047679","0.31",
"113年7月","26","愛爾蘭","3910809","0.3",
"113年7月","27","巴西","3620127","0.28",
"113年7月","28","沙烏地阿拉伯","3141421","0.24",
"113年7月","29","土耳其","3126389","0.24",
"113年7月","30","以色列","2713494","0.21",
"113年6月","1","美國","292483254","22.69",
"113年6月","2","中國大陸","259532760","20.13",
"113年6月","3","香港","156246584","12.12",
"113年6月","4","新加坡","96317077","7.47",
"113年6月","5","日本","72865140","5.65",
"113年6月","6","南韓","54626491","4.24",
"113年6月","7","馬來西亞","50983064","3.95",
"113年6月","8","越南","37817482","2.93",
"113年6月","9","荷蘭","37676475","2.92",
"113年6月","10","印度","21877635","1.7",
"113年6月","11","泰國","20399590","1.58",
"113年6月","12","墨西哥","19166198","1.49",
"113年6月","13","德國","18335195","1.42",
"113年6月","14","澳大利亞","17727631","1.37",
"113年6月","15","菲律賓","10341613","0.8",
"113年6月","16","英國","9288484","0.72",
"113年6月","17","印尼","8754804","0.68",
"113年6月","18","加拿大","8616493","0.67",
"113年6月","19","比利時","7294344","0.57",
"113年6月","20","捷克","6267661","0.49",
"113年6月","21","義大利","6188501","0.48",
"113年6月","22","法國","5089388","0.39",
"113年6月","23","波蘭","4761236","0.37",
"113年6月","24","阿拉伯聯合大公國","4082622","0.32",
"113年6月","25","土耳其","3685035","0.29",
"113年6月","26","孟加拉","3640304","0.28",
"113年6月","27","西班牙","3511170","0.27",
"113年6月","28","巴西","3366323","0.26",
"113年6月","29","以色列","2738697","0.21",
"113年6月","30","南非","2655112","0.21",
"113年5月","1","美國","268463315","22.18",
"113年5月","2","中國大陸","260866614","21.55",
"113年5月","3","香港","130131863","10.75",
"113年5月","4","新加坡","75349750","6.23",
"113年5月","5","日本","64393601","5.32",
"113年5月","6","南韓","57944371","4.79",
"113年5月","7","馬來西亞","54135390","4.47",
"113年5月","8","越南","36803753","3.04",
"113年5月","9","荷蘭","24678197","2.04",
"113年5月","10","印度","24193111","2",
"113年5月","11","墨西哥","21320220","1.76",
"113年5月","12","泰國","21214981","1.75",
"113年5月","13","德國","18751750","1.55",
"113年5月","14","澳大利亞","18301961","1.51",
"113年5月","15","菲律賓","12010163","0.99",
"113年5月","16","英國","8626513","0.71",
"113年5月","17","義大利","8106112","0.67",
"113年5月","18","印尼","7998420","0.66",
"113年5月","19","捷克","6949270","0.57",
"113年5月","20","加拿大","6510035","0.54",
"113年5月","21","比利時","5943434","0.49",
"113年5月","22","波蘭","5891422","0.49",
"113年5月","23","法國","5288136","0.44",
"113年5月","24","西班牙","4174545","0.34",
"113年5月","25","巴西","3995442","0.33",
"113年5月","26","阿拉伯聯合大公國","3666836","0.3",
"113年5月","27","愛爾蘭","3655876","0.3",
"113年5月","28","土耳其","3211393","0.27",
"113年5月","29","南非","3122500","0.26",
"113年5月","30","沙烏地阿拉伯","2532438","0.21",
"113年4月","1","美國","325986270","27.1",
"113年4月","2","中國大陸","242329088","20.15",
"113年4月","3","香港","120515683","10.02",
"113年4月","4","新加坡","83636493","6.95",
"113年4月","5","日本","62003691","5.16",
"113年4月","6","南韓","44531414","3.7",
"113年4月","7","馬來西亞","42394729","3.52",
"113年4月","8","越南","37118745","3.09",
"113年4月","9","泰國","25440317","2.12",
"113年4月","10","荷蘭","21510926","1.79",
"113年4月","11","印度","20378058","1.69",
"113年4月","12","德國","17742819","1.48",
"113年4月","13","墨西哥","13986908","1.16",
"113年4月","14","澳大利亞","13176641","1.1",
"113年4月","15","菲律賓","11127596","0.93",
"113年4月","16","印尼","8523128","0.71",
"113年4月","17","愛爾蘭","8433391","0.7",
"113年4月","18","英國","8394991","0.7",
"113年4月","19","捷克","7309480","0.61",
"113年4月","20","義大利","6441334","0.54",
"113年4月","21","加拿大","6256536","0.52",
"113年4月","22","法國","5717346","0.48",
"113年4月","23","比利時","4966228","0.41",
"113年4月","24","波蘭","4847935","0.4",
"113年4月","25","阿拉伯聯合大公國","4361160","0.36",
"113年4月","26","西班牙","3457102","0.29",
"113年4月","27","土耳其","3236805","0.27",
"113年4月","28","孟加拉","2762821","0.23",
"113年4月","29","巴西","2486219","0.21",
"113年4月","30","南非","2463282","0.2",
"113年3月","1","美國","287800874","21.81",
"113年3月","2","中國大陸","251986053","19.1",
"113年3月","3","香港","149218040","11.31",
"113年3月","4","新加坡","118181965","8.96",
"113年3月","5","日本","83971119","6.36",
"113年3月","6","泰國","56941156","4.32",
"113年3月","7","馬來西亞","49599463","3.76",
"113年3月","8","南韓","49520444","3.75",
"113年3月","9","越南","38384955","2.91",
"113年3月","10","荷蘭","27373059","2.07",
"113年3月","11","印度","20835884","1.58",
"113年3月","12","德國","19926546","1.51",
"113年3月","13","澳大利亞","17858022","1.35",
"113年3月","14","墨西哥","15894045","1.2",
"113年3月","15","菲律賓","9475361","0.72",
"113年3月","16","英國","8622825","0.65",
"113年3月","17","加拿大","7918999","0.6",
"113年3月","18","比利時","7357406","0.56",
"113年3月","19","捷克","6581284","0.5",
"113年3月","20","印尼","6389451","0.48",
"113年3月","21","義大利","6197297","0.47",
"113年3月","22","法國","4788576","0.36",
"113年3月","23","阿拉伯聯合大公國","4482801","0.34",
"113年3月","24","土耳其","4312882","0.33",
"113年3月","25","西班牙","3909364","0.3",
"113年3月","26","波蘭","3865927","0.29",
"113年3月","27","孟加拉","3471420","0.26",
"113年3月","28","以色列","3234911","0.25",
"113年3月","29","巴西","3152834","0.24",
"113年3月","30","愛爾蘭","2593817","0.2",
"113年2月","1","美國","223104335","22.63",
"113年2月","2","中國大陸","190648352","19.34",
"113年2月","3","香港","96898316","9.83",
"113年2月","4","新加坡","74466960","7.55",
"113年2月","5","日本","55588289","5.64",
"113年2月","6","馬來西亞","46836602","4.75",
"113年2月","7","南韓","44901979","4.55",
"113年2月","8","泰國","38555283","3.91",
"113年2月","9","越南","27253823","2.76",
"113年2月","10","荷蘭","18240872","1.85",
"113年2月","11","德國","18182817","1.84",
"113年2月","12","印度","17331596","1.76",
"113年2月","13","墨西哥","12798718","1.3",
"113年2月","14","澳大利亞","12720693","1.29",
"113年2月","15","菲律賓","10994410","1.12",
"113年2月","16","英國","7624410","0.77",
"113年2月","17","印尼","6343050","0.64",
"113年2月","18","加拿大","5887332","0.6",
"113年2月","19","捷克","5419373","0.55",
"113年2月","20","比利時","4900903","0.5",
"113年2月","21","義大利","4466891","0.45",
"113年2月","22","阿拉伯聯合大公國","4098163","0.42",
"113年2月","23","西班牙","4045024","0.41",
"113年2月","24","法國","3494010","0.35",
"113年2月","25","波蘭","3010213","0.31",
"113年2月","26","巴西","2862368","0.29",
"113年2月","27","土耳其","2763571","0.28",
"113年2月","28","愛爾蘭","2432698","0.25",
"113年2月","29","匈牙利","2208885","0.22",
"113年2月","30","孟加拉","2159167","0.22",
"113年1月","1","美國","261302316","22.64",
"113年1月","2","中國大陸","259461755","22.48",
"113年1月","3","香港","118195983","10.24",
"113年1月","4","新加坡","72803192","6.31",
"113年1月","5","日本","62668263","5.43",
"113年1月","6","南韓","44497508","3.86",
"113年1月","7","馬來西亞","43724236","3.79",
"113年1月","8","越南","39552252","3.43",
"113年1月","9","泰國","33866911","2.93",
"113年1月","10","荷蘭","29326793","2.54",
"113年1月","11","印度","19787342","1.71",
"113年1月","12","德國","18146730","1.57",
"113年1月","13","澳大利亞","15366991","1.33",
"113年1月","14","墨西哥","14530851","1.26",
"113年1月","15","菲律賓","12779555","1.11",
"113年1月","16","英國","8191084","0.71",
"113年1月","17","印尼","7584568","0.66",
"113年1月","18","加拿大","6063928","0.53",
"113年1月","19","義大利","5998539","0.52",
"113年1月","20","比利時","4744660","0.41",
"113年1月","21","阿拉伯聯合大公國","4546430","0.39",
"113年1月","22","法國","3965160","0.34",
"113年1月","23","西班牙","3945383","0.34",
"113年1月","24","土耳其","3206531","0.28",
"113年1月","25","捷克","3139728","0.27",
"113年1月","26","波蘭","3002919","0.26",
"113年1月","27","以色列","2898874","0.25",
"113年1月","28","巴西","2820648","0.24",
"113年1月","29","愛爾蘭","2451405","0.21",
"113年1月","30","孟加拉","2427637","0.21",
"112年1-12月","1","中國大陸","2985881366","22.15",
"112年1-12月","2","美國","2381262482","17.66",
"112年1-12月","3","香港","1760402638","13.06",
"112年1-12月","4","日本","978184647","7.26",
"112年1-12月","5","新加坡","927971926","6.88",
"112年1-12月","6","南韓","566658247","4.2",
"112年1-12月","7","馬來西亞","472874238","3.51",
"112年1-12月","8","荷蘭","403065438","2.99",
"112年1-12月","9","越南","365712714","2.71",
"112年1-12月","10","泰國","339611255","2.52",
"112年1-12月","11","德國","253300529","1.88",
"112年1-12月","12","印度","187162941","1.39",
"112年1-12月","13","澳大利亞","180388466","1.34",
"112年1-12月","14","菲律賓","157366187","1.17",
"112年1-12月","15","墨西哥","148165246","1.1",
"112年1-12月","16","英國","112826873","0.84",
"112年1-12月","17","印尼","93789772","0.7",
"112年1-12月","18","比利時","82052862","0.61",
"112年1-12月","19","加拿大","82049721","0.61",
"112年1-12月","20","義大利","74982004","0.56",
"112年1-12月","21","法國","55955009","0.42",
"112年1-12月","22","阿拉伯聯合大公國","48466348","0.36",
"112年1-12月","23","土耳其","45741645","0.34",
"112年1-12月","24","波蘭","44374195","0.33",
"112年1-12月","25","西班牙","43416578","0.32",
"112年1-12月","26","巴西","37782514","0.28",
"112年1-12月","27","以色列","31543638","0.23",
"112年1-12月","28","沙烏地阿拉伯","31133587","0.23",
"112年1-12月","29","孟加拉","29815063","0.22",
"112年1-12月","30","愛爾蘭","26846857","0.2",
"112年12月","1","美國","266989019","21.27",
"112年12月","2","中國大陸","260185939","20.72",
"112年12月","3","香港","159722995","12.72",
"112年12月","4","日本","89493067","7.13",
"112年12月","5","新加坡","83304292","6.63",
"112年12月","6","馬來西亞","54781035","4.36",
"112年12月","7","南韓","50974883","4.06",
"112年12月","8","荷蘭","36625641","2.92",
"112年12月","9","越南","32685079","2.6",
"112年12月","10","泰國","30370149","2.42",
"112年12月","11","德國","21572511","1.72",
"112年12月","12","印度","17312854","1.38",
"112年12月","13","墨西哥","15772917","1.26",
"112年12月","14","英國","9639353","0.77",
"112年12月","15","菲律賓","9155765","0.73",
"112年12月","16","澳大利亞","8564350","0.68",
"112年12月","17","加拿大","7440527","0.59",
"112年12月","18","印尼","7151070","0.57",
"112年12月","19","比利時","6579301","0.52",
"112年12月","20","義大利","6037617","0.48",
"112年12月","21","波蘭","5130671","0.41",
"112年12月","22","法國","4233769","0.34",
"112年12月","23","阿拉伯聯合大公國","4084664","0.33",
"112年12月","24","以色列","3291541","0.26",
"112年12月","25","巴西","3287931","0.26",
"112年12月","26","愛爾蘭","3067169","0.24",
"112年12月","27","土耳其","3041204","0.24",
"112年12月","28","西班牙","3006260","0.24",
"112年12月","29","沙烏地阿拉伯","2921312","0.23",
"112年12月","30","俄羅斯","2675778","0.21",
"112年11月","1","中國大陸","271342237","22.46",
"112年11月","2","美國","252263876","20.88",
"112年11月","3","香港","138429784","11.46",
"112年11月","4","日本","84501939","7",
"112年11月","5","新加坡","71974786","5.96",
"112年11月","6","泰國","47758926","3.95",
"112年11月","7","南韓","46248027","3.83",
"112年11月","8","馬來西亞","44444115","3.68",
"112年11月","9","越南","33928950","2.81",
"112年11月","10","荷蘭","30128384","2.49",
"112年11月","11","德國","19079707","1.58",
"112年11月","12","澳大利亞","17159371","1.42",
"112年11月","13","印度","16139170","1.34",
"112年11月","14","墨西哥","13192309","1.09",
"112年11月","15","菲律賓","12134902","1",
"112年11月","16","印尼","9450591","0.78",
"112年11月","17","英國","8270310","0.68",
"112年11月","18","加拿大","6741208","0.56",
"112年11月","19","義大利","4995253","0.41",
"112年11月","20","比利時","4716006","0.39",
"112年11月","21","法國","4526166","0.37",
"112年11月","22","波蘭","3587618","0.3",
"112年11月","23","阿拉伯聯合大公國","3450110","0.29",
"112年11月","24","土耳其","3363952","0.28",
"112年11月","25","捷克","3179669","0.26",
"112年11月","26","巴西","3039063","0.25",
"112年11月","27","沙烏地阿拉伯","2670240","0.22",
"112年11月","28","愛爾蘭","2654917","0.22",
"112年11月","29","西班牙","2557019","0.21",
"112年11月","30","孟加拉","2358387","0.2",
"112年10月","1","中國大陸","314372432","25.62",
"112年10月","2","美國","231394459","18.85",
"112年10月","3","香港","142311115","11.6",
"112年10月","4","新加坡","84458549","6.88",
"112年10月","5","日本","78213385","6.37",
"112年10月","6","南韓","50027168","4.08",
"112年10月","7","馬來西亞","43743422","3.56",
"112年10月","8","越南","35550408","2.9",
"112年10月","9","泰國","33599818","2.74",
"112年10月","10","荷蘭","31471879","2.56",
"112年10月","11","德國","19849363","1.62",
"112年10月","12","印度","14922173","1.22",
"112年10月","13","墨西哥","14231334","1.16",
"112年10月","14","澳大利亞","11849227","0.97",
"112年10月","15","菲律賓","11601056","0.95",
"112年10月","16","英國","9743263","0.79",
"112年10月","17","印尼","8230022","0.67",
"112年10月","18","加拿大","6074696","0.49",
"112年10月","19","義大利","5836898","0.48",
"112年10月","20","阿拉伯聯合大公國","4654574","0.38",
"112年10月","21","比利時","4232198","0.34",
"112年10月","22","法國","3860517","0.31",
"112年10月","23","波蘭","3548401","0.29",
"112年10月","24","土耳其","3178845","0.26",
"112年10月","25","巴西","3174744","0.26",
"112年10月","26","西班牙","3035633","0.25",
"112年10月","27","愛爾蘭","3008650","0.25",
"112年10月","28","孟加拉","2856882","0.23",
"112年10月","29","沙烏地阿拉伯","2663809","0.22",
"112年10月","30","俄羅斯","2333126","0.19",
"112年9月","1","中國大陸","259407734","20.96",
"112年9月","2","美國","219949160","17.77",
"112年9月","3","香港","181424655","14.66",
"112年9月","4","新加坡","112010745","9.05",
"112年9月","5","日本","69899598","5.65",
"112年9月","6","南韓","45673552","3.69",
"112年9月","7","馬來西亞","38038530","3.07",
"112年9月","8","荷蘭","37503035","3.03",
"112年9月","9","越南","35083242","2.83",
"112年9月","10","泰國","29946096","2.42",
"112年9月","11","德國","22656834","1.83",
"112年9月","12","印度","16346524","1.32",
"112年9月","13","澳大利亞","15176382","1.23",
"112年9月","14","菲律賓","13495229","1.09",
"112年9月","15","墨西哥","12839600","1.04",
"112年9月","16","英國","9824849","0.79",
"112年9月","17","印尼","7652462","0.62",
"112年9月","18","加拿大","7016544","0.57",
"112年9月","19","義大利","6456427","0.52",
"112年9月","20","比利時","6152725","0.5",
"112年9月","21","法國","5151373","0.42",
"112年9月","22","以色列","4705611","0.38",
"112年9月","23","波蘭","4370387","0.35",
"112年9月","24","土耳其","4362736","0.35",
"112年9月","25","阿拉伯聯合大公國","4282344","0.35",
"112年9月","26","厄瓜多","3760015","0.3",
"112年9月","27","西班牙","3652167","0.3",
"112年9月","28","愛爾蘭","3417954","0.28",
"112年9月","29","孟加拉","3226328","0.26",
"112年9月","30","巴西","3210181","0.26",
"112年8月","1","中國大陸","264203273","22.35",
"112年8月","2","美國","210690362","17.83",
"112年8月","3","香港","146344744","12.38",
"112年8月","4","新加坡","93072365","7.87",
"112年8月","5","日本","79564983","6.73",
"112年8月","6","南韓","47991982","4.06",
"112年8月","7","馬來西亞","40828910","3.45",
"112年8月","8","荷蘭","37248795","3.15",
"112年8月","9","越南","32134832","2.72",
"112年8月","10","泰國","27554837","2.33",
"112年8月","11","德國","22107131","1.87",
"112年8月","12","澳大利亞","19746141","1.67",
"112年8月","13","印度","16054470","1.36",
"112年8月","14","墨西哥","14677282","1.24",
"112年8月","15","菲律賓","14045600","1.19",
"112年8月","16","英國","9132205","0.77",
"112年8月","17","加拿大","8105697","0.69",
"112年8月","18","印尼","7915138","0.67",
"112年8月","19","比利時","6941660","0.59",
"112年8月","20","阿拉伯聯合大公國","4949906","0.42",
"112年8月","21","義大利","4760629","0.4",
"112年8月","22","波蘭","4533795","0.38",
"112年8月","23","西班牙","4036745","0.34",
"112年8月","24","法國","3841150","0.32",
"112年8月","25","土耳其","3672440","0.31",
"112年8月","26","巴西","3638080","0.31",
"112年8月","27","瑞典","2277084","0.19",
"112年8月","28","愛爾蘭","2215355","0.19",
"112年8月","29","俄羅斯","2199603","0.19",
"112年8月","30","沙烏地阿拉伯","2185893","0.18",
"112年7月","1","中國大陸","269502210","22.46",
"112年7月","2","美國","208354715","17.37",
"112年7月","3","香港","146157341","12.18",
"112年7月","4","日本","84924372","7.08",
"112年7月","5","新加坡","84381580","7.03",
"112年7月","6","荷蘭","68068358","5.67",
"112年7月","7","南韓","45646737","3.8",
"112年7月","8","泰國","37385608","3.12",
"112年7月","9","馬來西亞","34676363","2.89",
"112年7月","10","越南","31866636","2.66",
"112年7月","11","德國","21308604","1.78",
"112年7月","12","澳大利亞","16259173","1.36",
"112年7月","13","印度","15750572","1.31",
"112年7月","14","墨西哥","12649653","1.05",
"112年7月","15","菲律賓","12583294","1.05",
"112年7月","16","英國","9751615","0.81",
"112年7月","17","印尼","8303604","0.69",
"112年7月","18","比利時","7104691","0.59",
"112年7月","19","義大利","6268080","0.52",
"112年7月","20","加拿大","5335211","0.44",
"112年7月","21","法國","3879460","0.32",
"112年7月","22","波蘭","3718053","0.31",
"112年7月","23","土耳其","3631431","0.3",
"112年7月","24","阿拉伯聯合大公國","3522889","0.29",
"112年7月","25","西班牙","3320951","0.28",
"112年7月","26","孟加拉","3262457","0.27",
"112年7月","27","巴西","3091511","0.26",
"112年7月","28","沙烏地阿拉伯","2655108","0.22",
"112年7月","29","以色列","2493554","0.21",
"112年7月","30","愛爾蘭","2260700","0.19",
"112年6月","1","中國大陸","223275839","22.48",
"112年6月","2","美國","159624924","16.07",
"112年6月","3","香港","145139056","14.61",
"112年6月","4","日本","70883139","7.14",
"112年6月","5","新加坡","63600842","6.4",
"112年6月","6","南韓","40657666","4.09",
"112年6月","7","馬來西亞","33887250","3.41",
"112年6月","8","荷蘭","25493869","2.57",
"112年6月","9","越南","24798256","2.5",
"112年6月","10","德國","21507156","2.17",
"112年6月","11","泰國","21093442","2.12",
"112年6月","12","澳大利亞","16753669","1.69",
"112年6月","13","印度","13734726","1.38",
"112年6月","14","菲律賓","12809213","1.29",
"112年6月","15","墨西哥","10963523","1.1",
"112年6月","16","英國","9573728","0.96",
"112年6月","17","比利時","8294016","0.84",
"112年6月","18","加拿大","6998924","0.7",
"112年6月","19","印尼","6805066","0.69",
"112年6月","20","西班牙","5194584","0.52",
"112年6月","21","義大利","5103857","0.51",
"112年6月","22","法國","4233361","0.43",
"112年6月","23","土耳其","3995853","0.4",
"112年6月","24","波蘭","3450099","0.35",
"112年6月","25","阿拉伯聯合大公國","3270405","0.33",
"112年6月","26","巴西","3068720","0.31",
"112年6月","27","沙烏地阿拉伯","2337488","0.24",
"112年6月","28","以色列","2206249","0.22",
"112年6月","29","俄羅斯","2175729","0.22",
"112年6月","30","愛爾蘭","2085854","0.21",
"112年5月","1","中國大陸","237176633","21.39",
"112年5月","2","美國","186525348","16.82",
"112年5月","3","香港","154018441","13.89",
"112年5月","4","日本","94078168","8.48",
"112年5月","5","新加坡","68651731","6.19",
"112年5月","6","南韓","49662603","4.48",
"112年5月","7","馬來西亞","38205603","3.45",
"112年5月","8","荷蘭","36064111","3.25",
"112年5月","9","泰國","30302380","2.73",
"112年5月","10","越南","26245911","2.37",
"112年5月","11","德國","20233019","1.82",
"112年5月","12","菲律賓","14769878","1.33",
"112年5月","13","印度","14686340","1.32",
"112年5月","14","澳大利亞","13194524","1.19",
"112年5月","15","墨西哥","11949707","1.08",
"112年5月","16","英國","9013371","0.81",
"112年5月","17","義大利","7693708","0.69",
"112年5月","18","加拿大","7646626","0.69",
"112年5月","19","比利時","7409027","0.67",
"112年5月","20","印尼","6793658","0.61",
"112年5月","21","法國","5059106","0.46",
"112年5月","22","土耳其","4102990","0.37",
"112年5月","23","阿拉伯聯合大公國","3873052","0.35",
"112年5月","24","西班牙","3652790","0.33",
"112年5月","25","波蘭","3457859","0.31",
"112年5月","26","沙烏地阿拉伯","3039008","0.27",
"112年5月","27","巴西","3000897","0.27",
"112年5月","28","以色列","2319335","0.21",
"112年5月","29","俄羅斯","2113942","0.19",
"112年5月","30","孟加拉","1987030","0.18",
"112年4月","1","中國大陸","232352113","21.24",
"112年4月","2","美國","170264964","15.57",
"112年4月","3","香港","155331246","14.2",
"112年4月","4","日本","97295949","8.9",
"112年4月","5","新加坡","78221862","7.15",
"112年4月","6","南韓","48830990","4.46",
"112年4月","7","馬來西亞","37228886","3.4",
"112年4月","8","越南","28707276","2.62",
"112年4月","9","泰國","28111279","2.57",
"112年4月","10","荷蘭","27677665","2.53",
"112年4月","11","德國","22353128","2.04",
"112年4月","12","澳大利亞","15062324","1.38",
"112年4月","13","印度","14288214","1.31",
"112年4月","14","菲律賓","13195089","1.21",
"112年4月","15","墨西哥","10831875","0.99",
"112年4月","16","英國","9356039","0.86",
"112年4月","17","比利時","7508062","0.69",
"112年4月","18","義大利","6986804","0.64",
"112年4月","19","加拿大","6523584","0.6",
"112年4月","20","印尼","6252547","0.57",
"112年4月","21","阿拉伯聯合大公國","5547836","0.51",
"112年4月","22","西班牙","4549875","0.42",
"112年4月","23","法國","4492089","0.41",
"112年4月","24","土耳其","3847359","0.35",
"112年4月","25","波蘭","3581885","0.33",
"112年4月","26","巴西","3281776","0.3",
"112年4月","27","以色列","3000403","0.27",
"112年4月","28","孟加拉","2571045","0.24",
"112年4月","29","沙烏地阿拉伯","2286746","0.21",
"112年4月","30","瑞典","2199929","0.2",
"112年3月","1","中國大陸","230576327","21.44",
"112年3月","2","美國","168216469","15.64",
"112年3月","3","香港","163307843","15.19",
"112年3月","4","日本","75028470","6.98",
"112年3月","5","新加坡","72551529","6.75",
"112年3月","6","南韓","54640910","5.08",
"112年3月","7","馬來西亞","35993331","3.35",
"112年3月","8","越南","29674778","2.76",
"112年3月","9","德國","23073182","2.15",
"112年3月","10","荷蘭","20612599","1.92",
"112年3月","11","泰國","19364069","1.8",
"112年3月","12","澳大利亞","17766502","1.65",
"112年3月","13","印度","16682876","1.55",
"112年3月","14","菲律賓","15139941","1.41",
"112年3月","15","比利時","11031687","1.03",
"112年3月","16","墨西哥","10524058","0.98",
"112年3月","17","印尼","10149452","0.94",
"112年3月","18","英國","9442191","0.88",
"112年3月","19","加拿大","7646343","0.71",
"112年3月","20","義大利","6392545","0.59",
"112年3月","21","法國","5256891","0.49",
"112年3月","22","土耳其","4484467","0.42",
"112年3月","23","西班牙","3970066","0.37",
"112年3月","24","阿拉伯聯合大公國","3906994","0.36",
"112年3月","25","波蘭","3449545","0.32",
"112年3月","26","巴西","3410522","0.32",
"112年3月","27","以色列","2658303","0.25",
"112年3月","28","瑞士","2559641","0.24",
"112年3月","29","沙烏地阿拉伯","2489962","0.23",
"112年3月","30","孟加拉","2203524","0.2",
"112年2月","1","中國大陸","214260508","22.86",
"112年2月","2","美國","142879928","15.25",
"112年2月","3","香港","117970881","12.59",
"112年2月","4","日本","70250892","7.5",
"112年2月","5","新加坡","64195508","6.85",
"112年2月","6","南韓","48177440","5.14",
"112年2月","7","馬來西亞","38225205","4.08",
"112年2月","8","越南","29086443","3.1",
"112年2月","9","荷蘭","19298237","2.06",
"112年2月","10","德國","18840667","2.01",
"112年2月","11","泰國","17110716","1.83",
"112年2月","12","印度","14453562","1.54",
"112年2月","13","澳大利亞","13608805","1.45",
"112年2月","14","菲律賓","13365327","1.43",
"112年2月","15","墨西哥","10827697","1.16",
"112年2月","16","英國","10259053","1.09",
"112年2月","17","義大利","7074782","0.75",
"112年2月","18","印尼","6959689","0.74",
"112年2月","19","比利時","6355452","0.68",
"112年2月","20","加拿大","4142776","0.44",
"112年2月","21","土耳其","3852204","0.41",
"112年2月","22","法國","3661799","0.39",
"112年2月","23","阿拉伯聯合大公國","3313157","0.35",
"112年2月","24","多哥","2911909","0.31",
"112年2月","25","奈及利亞","2906169","0.31",
"112年2月","26","西班牙","2840893","0.3",
"112年2月","27","孟加拉","2773513","0.3",
"112年2月","28","波蘭","2673005","0.29",
